"protein","logFC_pooled","P.Value_pooled","adjP_pooled"
"O60494",0.059677219119946,0.0849764532424208,0.481907910760148
"Q9UII4",-0.0622275995805338,0.0850771985020582,0.481966690953921
"P56539",-0.0861311125317119,0.0851367067211404,0.481966690953921
"Q9BSE4",-0.150929894166001,0.0855082865003855,0.483644494708864
"P21912",0.109182172142803,0.0858100400216783,0.48401002440029
"O75398",0.0982345418896214,0.0858187472134556,0.48401002440029
"Q96G74",-0.101532907392937,0.0858353251939665,0.48401002440029
"P06756|P05556",-0.113056612849573,0.0858739601680502,0.48401002440029
"Q9P2W1",0.0978716611246691,0.0860032896215699,0.484273045519875
"Q8N140",-0.0847102055761752,0.0861351605699855,0.484273045519875
"Q9H4F8",0.0596638312466077,0.086220821006767,0.484273045519875
"Q7L5Y9",0.0712229741255023,0.0862451748610759,0.484273045519875
"Q86U86",0.136085897389025,0.0862971404393992,0.484273045519875
"Q7L7L0",0.232456280734538,0.0865695495594985,0.484967051623098
"Q6GMR7",-0.0730702916402225,0.0866287619588414,0.484967051623098
"P08922",-0.0809000183961559,0.0866470443655635,0.484967051623098
"P20809",0.0666059167567016,0.0867350475793971,0.485037470420089
"Q16517",-0.181908583531861,0.0871984057253407,0.48643543800469
"P55010",0.136643614013074,0.0872238307675459,0.48643543800469
"P06126",-0.10695541123754,0.0872706963543139,0.48643543800469
"P20908",0.103392494388243,0.0872875906480193,0.48643543800469
"O15143",0.362979833424443,0.0873687424604451,0.486466132262443
"Q9ULW6",0.0702317419731121,0.0874639498124468,0.486574966473915
"P28906",-0.0586504101981031,0.0876244271855735,0.486781656748257
"Q8NC24",-0.095157421965734,0.0876524892729718,0.486781656748257
"P55774",0.102425986465807,0.0878549373045033,0.48748498861541
"P41743",0.172061148885307,0.0882707234610469,0.489238311968221
"Q92496",0.352854539334823,0.0883230726473495,0.489238311968221
"Q96KN2",-0.128332863031892,0.0884049128489885,0.489270219046338
"Q00987",0.0645724368252817,0.0886049053489658,0.489955413842819
"P01854",0.434475449527477,0.0887715757970272,0.490455279392768
"P07478",0.154142580690718,0.0889127036101241,0.490455279392768
"P29372",0.107936404849701,0.0889240951285907,0.490455279392768
"Q9BZM4",0.099402151830956,0.0890106390398961,0.490511927733995
"Q9Y5E2",-0.112096077244146,0.0890878368325528,0.490517019409373
"O14815",0.0459210906111957,0.0892564241345791,0.49094108265939
"Q6P9G4",-0.0742180242039976,0.0893175348641714,0.49094108265939
"Q96NA8",-0.0392809575398705,0.0894506818012334,0.491253061198746
"O95396",-0.0649914690908481,0.089569507576993,0.491485924255667
"P43378",0.0771210916743723,0.089676265170617,0.491652226182641
"Q9NS86",0.169246372494261,0.0899640050894841,0.492809639463776
"Q96LA6",-0.134687154038288,0.0901240896264064,0.493266400329719
"Q9HBM1",-0.138042068103532,0.0905304231098468,0.495069005968899
"Q3LXA3",0.16669992641492,0.0907909182843904,0.496071703897124
"P48047",0.365999596435362,0.0908978489356365,0.496095599756522
"Q9P031",0.0729412155099404,0.0909495742672895,0.496095599756522
"Q08116",0.0734507351839317,0.0912143751633632,0.496823575804107
"P58499",-0.0805164107600471,0.0913140022033313,0.496823575804107
"Q9NS98",-0.0638839781481343,0.0913147981030096,0.496823575804107
"P31270",0.213687465132036,0.0916469354025567,0.49764649717991
"Q99759",-0.11165802644909,0.0917085950787905,0.49764649717991
"Q7Z2X4",0.135063804569542,0.091830498465259,0.49764649717991
"Q9H903",0.160341737247158,0.0918376127049624,0.49764649717991
"Q9P016",0.0682487186803937,0.09191455241202,0.49764649717991
"O75575",-0.0950165201010932,0.0919736511624411,0.49764649717991
"Q06609",-0.14611083282862,0.0920077258819645,0.49764649717991
"P56159",0.0659289032929382,0.0922855545097175,0.498199000079045
"Q99538",-0.0722518550396601,0.0923288399925591,0.498199000079045
"P50502",0.113421614974387,0.0924295382728035,0.498199000079045
"P28070",0.109698016311518,0.0924884078902068,0.498199000079045
"P01308",0.107906888101868,0.0924972175547162,0.498199000079045
"Q9Y259",0.189882769015426,0.0926334136440765,0.498515048656951
"P54821",0.14045881465299,0.0929774829396765,0.499948321726638
"P55769",0.113959152868237,0.0932545258292424,0.500591445905746
"O95747",0.207247605357585,0.0932825482446113,0.500591445905746
"Q9H0P0",0.134550952899526,0.0933306085586984,0.500591445905746
"Q9NZR2",0.0905013106661575,0.0934102414593893,0.500601052354444
"O95319",0.160281939957108,0.0939414724133905,0.503028816894683
"Q15053",0.0700998432258354,0.0941801625838025,0.503481523639879
"Q15198",-0.167579885999136,0.0942323891932559,0.503481523639879
"C9JTQ0",-0.151588396819209,0.0943647738338056,0.503481523639879
"P31947",-0.0819269128805947,0.0943754538970732,0.503481523639879
"Q9H4M7",-0.122618424555823,0.0945013645895122,0.503481523639879
"Q9H3U7",0.0785112411530942,0.0945288220918403,0.503481523639879
"P08243",-0.112741727949605,0.0946244434706227,0.503481523639879
"P20042",0.237920243534668,0.0946970630792055,0.503481523639879
"Q15465",-0.124232156276374,0.0947529806640778,0.503481523639879
"P08684",0.0706028371636866,0.0948089138746531,0.503481523639879
"Q9NWD9",0.164596120389789,0.0950103550706051,0.504134978101536
"Q9H190",0.0949541899761296,0.0951784513404201,0.504610569307701
"Q5JXA9",0.0944445889718469,0.0954133339688006,0.504902811315051
"Q9HCQ5",0.10979892781361,0.0954991435996216,0.504902811315051
"P36955",0.0591523642236514,0.0955339615114798,0.504902811315051
"P20839",0.159277760762937,0.0955914415151364,0.504902811315051
"P62979",0.147941624463689,0.0957047205411827,0.504902811315051
"Q9UKR0",-0.157198975406379,0.0957739713788751,0.504902811315051
"Q8TF39",-0.103552085652236,0.0957831487800284,0.504902811315051
"P16435",0.134049832362033,0.0960132553632573,0.505701265553733
"Q9NP74",0.126585841024935,0.096309124913115,0.506475966539221
"Q9H074",-0.0719598071044863,0.0963178521345775,0.506475966539221
"P98153",0.06515670555361,0.0965757349582214,0.507417117251897
"P47736",-0.0813647510626321,0.0966623052618235,0.5074573756235
"P01588",-0.0891030627322925,0.096891841410441,0.507922083991182
"A2CJ06",0.0725800713106221,0.0969087851122968,0.507922083991182
"Q7Z2W9",0.130652132552595,0.0970238659777839,0.508111141777792
"P51553",0.200031021810753,0.0973375217937474,0.509209728245453
"P31937",-0.0926665968800617,0.097415755095792,0.509209728245453
"Q96MA1",-0.0651640039598868,0.0975175573228155,0.509209728245453
"P67870",0.0733677264798346,0.097550363115907,0.509209728245453
"Q92499",0.230099647283551,0.0976771789884032,0.509458181731079
"Q96JP9",-0.0673891240750356,0.0983431949466929,0.511156896573426
"P30305",0.0443775398221622,0.0983942140921905,0.511156896573426
"P42701",-0.0467452188773255,0.0984025590126912,0.511156896573426
"Q9Y3D6",0.106722101562026,0.0984285274535071,0.511156896573426
"Q9UBC7",0.0988652534198904,0.0984342032249407,0.511156896573426
"Q8N9N2",0.059180735192097,0.0985117090677511,0.511156896573426
"Q8WWZ1",0.0971820161079981,0.098598323646083,0.511156896573426
"Q96KN4",-0.10684501478737,0.0986387356006253,0.511156896573426
"Q9NQX3",-0.0893528610060885,0.0988306294568161,0.511738951720438
"P52758",0.140772299536453,0.0991078178620858,0.512761364980751
"Q8WV07",-0.151831767462428,0.0993208575575057,0.513450510411832
"Q9UBQ0",0.120267520988233,0.0994775343415771,0.513847408313801
"Q96LD8",-0.113947871235227,0.0996982930279811,0.514574416101883
"Q9Y663",0.125104121246229,0.0998290044275345,0.51467956955639
"Q8TAD2",-0.104594379787553,0.0999108185590728,0.51467956955639
"P10114",-0.219498118415407,0.0999587595048875,0.51467956955639
"O60235",0.0983319041698496,0.100112890916612,0.514780193734761
"P00749",-0.0718553992568777,0.100138395640209,0.514780193734761
"P43632",-0.0415626654326652,0.100312485775538,0.515263255609015
"P53672",0.137428117334766,0.10042262676108,0.515417328571833
"Q9NS62",-0.0740700852054759,0.100513296446314,0.51547129939892
"Q9BX59",-0.335025522965084,0.100611839059113,0.5155655274814
"Q9NZ08",-0.179133968743909,0.100893212611183,0.516595740686716
"P53004",0.172212739884299,0.100998525215855,0.51672356059122
"Q9NPJ6",0.0594448378997956,0.101276598849788,0.517525439329785
"P48307",-0.0862092440340324,0.101316207139823,0.517525439329785
"P43359",-0.127802782705482,0.101585415430083,0.518488735421319
"P0C2L3",0.143826868074683,0.101889592781218,0.519527242670439
"Q93045",0.14168436292754,0.101950455644549,0.519527242670439
"P54652",0.0822380949440601,0.102131492575602,0.519830840933534
"Q495A1",-0.0862276270161848,0.10219625125891,0.519830840933534
"P35318",0.0489560283409201,0.102252528966089,0.519830840933534
"P55082",-0.175477236024033,0.102401230770762,0.520175604333941
"Q15306",0.142589940526302,0.102680637209518,0.520738932069827
"P06756|P26012",0.0984433608919935,0.10274200326076,0.520738932069827
"Q9UPW6",-0.0585001112892164,0.102797114530642,0.520738932069827
"Q8IZN7",-0.0397269294861254,0.103087918354418,0.520738932069827
"Q96AH0",0.129137722399619,0.103102991883564,0.520738932069827
"P15104",0.0946493232909825,0.103171560807701,0.520738932069827
"Q96BQ1",-0.17139180274535,0.103205284277847,0.520738932069827
"Q13642",-0.0559261474079931,0.103238418307403,0.520738932069827
"Q9UQM7",0.0933419790139676,0.103240886081329,0.520738932069827
"O95867",0.145308137617382,0.10344872617611,0.521080380095657
"P11182",0.253249843713041,0.103548117730956,0.521080380095657
"P26349",0.0912797481043729,0.103569792897187,0.521080380095657
"P22415",-0.125847951358779,0.103688165489692,0.521080380095657
"Q96DA6",0.0663279267554892,0.103713712723129,0.521080380095657
"Q16665",0.0730682070300084,0.104164614085658,0.522634796838599
"P30626",0.134801928209464,0.10418610372472,0.522634796838599
"P20849",-0.0869668486337578,0.104266901623997,0.522634796838599
"P32754",0.0746250802941382,0.104420804625353,0.522998593882899
"Q30KP9",-0.0653189544083899,0.104598185624701,0.523479324320976
"Q8NCW6",-0.0530259562106392,0.104750556545517,0.523834237281665
"P31949",0.059309080913854,0.104933228589982,0.523916596638547
"O15519",-0.204749130929871,0.104984266432318,0.523916596638547
"P30086",0.16215874871861,0.105034798188492,0.523916596638547
"Q96GP6",0.0650114649303932,0.105117550728312,0.523916596638547
"Q02556",-0.0387607742528019,0.105174362659052,0.523916596638547
"P21854",-0.037998680414306,0.105313707536273,0.523961192686924
"Q9H158",0.112769395447193,0.105438982313998,0.523961192686924
"Q96F46",-0.144494251803608,0.105455703591102,0.523961192686924
"Q9NWW9",-0.0667502384943047,0.105509212335495,0.523961192686924
"Q9P0K1",-0.0873829725076321,0.10568212218417,0.524247950634909
"P29459|Q14213",-0.143367598090277,0.105729994086997,0.524247950634909
"Q53TN4",-0.0460913565723993,0.105920846701574,0.524390702221387
"Q5T0L3",-0.155374249560341,0.105960527539323,0.524390702221387
"Q92752",-0.0675394145957991,0.106015168364105,0.524390702221387
"Q8WWG1",-0.0801526193662666,0.106084948466805,0.524390702221387
"Q7Z7M8",-0.0927382843219631,0.106233413668028,0.524680760544676
"Q16620",-0.109814728234718,0.1063068000295,0.524680760544676
"O60218",-0.150370699995282,0.106626357497249,0.52583289245418
"P02794",0.0501166413901658,0.106723784750409,0.52583289245418
"O95644",-0.0613560662157498,0.106953300750678,0.52583289245418
"P28072",0.0528910515106321,0.107139019953716,0.52583289245418
"Q12836",0.058068563991194,0.107243763000942,0.52583289245418
"Q9NP87",0.12243366034032,0.107256794968977,0.52583289245418
"Q99471",0.0594662751419079,0.107318043445161,0.52583289245418
"P11234",-0.262274083476533,0.107336074410418,0.52583289245418
"O95168",-0.122068338088306,0.107353472311427,0.52583289245418
"Q9HCU8",0.0799170179983219,0.107357889564973,0.52583289245418
"P00374",0.0688194282574511,0.1075041820031,0.525961835457712
"Q5T7V8",-0.05819322929199,0.10755257607969,0.525961835457712
"P31939",0.197709722788045,0.107629571678176,0.525961835457712
"Q02297",-0.072246044313456,0.107798493133632,0.526387326759595
"Q6ZVL6",0.0517232439804985,0.108023855038401,0.527056173743699
"P55199",-0.0463591115215965,0.108099376950387,0.527056173743699
"Q7L266",0.092340413400988,0.108308107189438,0.527616769285958
"P26006|P05556",-0.0830667314884789,0.108378440713225,0.527616769285958
"Q86SG7",-0.0866701217358661,0.108541320152676,0.528010007490059
"Q96G03",0.103198443547323,0.108724220019327,0.528057915736286
"Q5XKK7",0.0957147891232623,0.108931655738569,0.528057915736286
"O43432",-0.1061858731686,0.108955833292061,0.528057915736286
"Q9H4I3",0.0511477754107884,0.108974027357683,0.528057915736286
"Q8N350",-0.0711409311307167,0.108986005054189,0.528057915736286
"Q8IVY1",0.102564637937953,0.109043836432559,0.528057915736286
"Q13145",-0.158160193320758,0.109314017279195,0.528909079850428
"Q8TEB1",0.0611427256853051,0.109475909056096,0.528909079850428
"Q9BVH7",-0.0988978293480092,0.10954071168801,0.528909079850428
"P42212",0.122385124804689,0.109576028860741,0.528909079850428
"Q9NX74",-0.115979281525611,0.109632449803143,0.528909079850428
"Q99436",0.13172680392514,0.109713063679128,0.528909079850428
"Q9H4A9",-0.052498108198338,0.109909729268578,0.528942224571475
"Q6ZTQ4",-0.11155062812332,0.110137316980529,0.528942224571475
"P0C0S8",0.187120496004642,0.110268075134776,0.528942224571475
"Q9NX55",-0.114709716329214,0.110286619038539,0.528942224571475
"Q15526",0.12140204162189,0.110401993352197,0.528942224571475
"P54725",0.132416681514867,0.11047696065264,0.528942224571475
"Q15910",-0.0556066799210532,0.110508629010239,0.528942224571475
"Q8N4C9",0.0559146637891485,0.110564193883901,0.528942224571475
"P40261",0.0989447948674336,0.110660502901866,0.528942224571475
"Q8N987",-0.0885422392322919,0.110661433020794,0.528942224571475
"Q9NX46",0.131786779220672,0.110683251288413,0.528942224571475
"Q92561",0.0880780946298318,0.110767326996719,0.528942224571475
"Q14240",0.171470925841775,0.110789173767342,0.528942224571475
"Q86UN2",0.0805146532668536,0.111009786557208,0.529197981581497
"P02008",0.0633240619743076,0.111024309050232,0.529197981581497
"Q8TED9",-0.0593716426384364,0.111089608946512,0.529197981581497
"Q96A72",0.0732727193866905,0.111320852751173,0.529731483094592
"P27695",0.140349019566175,0.111366345069801,0.529731483094592
"Q9BZS1",0.0570492435539657,0.111579008468819,0.530250306844218
"Q9UIF7",-0.10391549332835,0.111640322728514,0.530250306844218
"Q14565",0.0813425168534911,0.111839964281715,0.530806502063254
"O75347",0.108186082791754,0.112281836905755,0.532510688157015
"Q9UBP9",-0.0703869487225588,0.11243985181998,0.532520480303003
"P57105",-0.1129332768033,0.112475092265562,0.532520480303003
"Q6JVE6",-0.0942921557881132,0.112532317327287,0.532520480303003
"P61964",0.0576288819172626,0.1126370904906,0.532624359518417
"Q8TAC1",0.0852351913400499,0.112785607438583,0.53293478430384
"Q9BZM5",-0.078445801000786,0.112880113745425,0.532989729439668
"O95750",-0.150478979827332,0.113127676292356,0.533766754391888
"O00213",0.0589718030286994,0.113364459700554,0.534282634275006
"Q96AP7",0.120889043059996,0.113403171479612,0.534282634275006
"P09417",0.144615948684614,0.113683819720005,0.535212770585177
"Q13596",0.104239135484942,0.114012598643372,0.536038684597022
"Q8IUN9",-0.0611566814706393,0.114025955610127,0.536038684597022
"P49354",0.0936085472607574,0.114184747646738,0.536393069478577
"Q8WXF3",0.0347393185027133,0.114404500871711,0.536996531855868
"O00408",-0.0837234443100675,0.114556207238751,0.536996531855868
"P56277",-0.0538020834567076,0.114563713529195,0.536996531855868
"Q9HCJ6",-0.0751078751770658,0.114892048262441,0.538143308358162
"O43581",-0.0465188608871818,0.115085311393024,0.538656213659779
"Q8N554",-0.140880579605155,0.115251251411836,0.538738968468301
"Q8N5I3",0.150416121984147,0.115270536559226,0.538738968468301
"P00813",-0.0911079529217896,0.115425524492024,0.539039924888836
"Q03403",0.130599489592888,0.115502568262605,0.539039924888836
"P46459",0.158697177355328,0.116048023021711,0.541150232883294
"Q8N4T8",0.0593142084735642,0.116123047951943,0.541150232883294
"P00740",0.0382317049777938,0.116620791817284,0.542776164094649
"Q96EU7",-0.0373720878240763,0.116640749304743,0.542776164094649
"P01215",-0.0931705909108044,0.116889634252631,0.543541025219575
"Q9UN74",-0.127284669298784,0.116984490230257,0.543589058288138
"P69892",0.161697524663687,0.117216808340802,0.544038747078926
"P53701",-0.0511045623404737,0.117250459252277,0.544038747078926
"Q14457",-0.0713644526398121,0.117553649958063,0.545052287584934
"Q16666",0.125595990602701,0.11767974612412,0.545073805129615
"Q6UXD5",0.13075156415299,0.117743572739188,0.545073805129615
"Q13946",0.0691624388258878,0.11781256245221,0.545073805129615
"O14786",-0.0594420795327554,0.118135256183836,0.545985260797907
"Q92823",0.0700977338702609,0.118179362934332,0.545985260797907
"Q9NQ30",-0.0738358563228217,0.118424352584233,0.54663606816772
"P52848",-0.0409767040898329,0.118490231538766,0.54663606816772
"Q9Y5W5",-0.088093348556136,0.118592802287257,0.54671706918233
"P34810",0.122581026630665,0.118837444808956,0.54745244095014
"P04075",0.190448094329967,0.119015664418283,0.547880986309219
"Q04609",-0.116524724914778,0.119418243948533,0.549341006318323
"Q8N5K1",0.0640987195045101,0.119635121567512,0.549437484410568
"Q14451",-0.0594382263441872,0.119703834583816,0.549437484410568
"Q15849",0.0949235274661519,0.119731192943277,0.549437484410568
"P98160",-0.0552791510780745,0.119802453730273,0.549437484410568
"O14836",0.076205142514099,0.119940008202462,0.549437484410568
